Gene	gene_id	chr	start	stop	type	gene_name.84	gene_id.84	gene_type.84	gnomAD_transcript	exp_lof	oe_lof	LOEUF	homozygous_lof	Huang_pHI	RVIS	Gene_Avg_PCT
ACBD7	ENSG00000176244	chr10	15075475	15088776	protein_coding	ACBD7	ENSG00000176244	protein_coding	ENST00000356189	5.2489	0.38103	1.19	TRUE	0.030529126	0.296879945	0.00736666666666667
ACCS	ENSG00000110455	chr11	44065925	44084237	protein_coding	ACCS	ENSG00000110455	protein_coding	ENST00000263776	26.101	0.53638	0.839	FALSE	0.034927707	0.665350315	0.0036
ACCSL	ENSG00000205126	chr11	44047981	44059977	protein_coding	ACCSL	ENSG00000205126	protein_coding	ENST00000378832	28.295	0.95422	1.316	FALSE	0.002111959	0.09942687	0.004
ACD	ENSG00000102977	chr16	67657512	67660815	protein_coding	ACD	ENSG00000102977	protein_coding	ENST00000393919	25.476	0.8243	1.187	FALSE	0.009649667	-0.466491868	NA
ACE	ENSG00000159640	chr17	63477061	63498380	protein_coding	ACE	ENSG00000159640	protein_coding	ENST00000290866	70.889	0.8746	1.081	FALSE	0.894558224	1.131434712	0.0201538461538462
ACE2	ENSG00000130234	chrX	15494566	15607236	protein_coding	ACE2	ENSG00000130234	protein_coding	ENST00000427411	31.007	0.096752	0.25	FALSE	0.103125399	-0.029650871	0.1355
ACER1	ENSG00000167769	chr19	6306142	6333612	protein_coding	ACER1	ENSG00000167769	protein_coding	ENST00000301452	11.816	0.50778	1.002	FALSE	0.011802088	0.116928836	0.008
ACER2	ENSG00000177076	chr9	19409009	19452505	protein_coding	ACER2	ENSG00000177076	protein_coding	ENST00000340967	15.132	0.33043	0.695	FALSE	0.18721458	-0.006469668	0.255054054054054
ACER3	ENSG00000078124	chr11	76860859	77026797	protein_coding	ACER3	ENSG00000078124	protein_coding	ENST00000532485	19.973	0.1502	0.388	FALSE	0.282744715	-0.025211478	0.10275
ACHE	ENSG00000087085	chr7	100889994	100896974	protein_coding	ACHE	ENSG00000087085	protein_coding	ENST00000302913	22.96	0.043553	0.207	FALSE	0.455026425	-0.46789312	0.1429
ACIN1	ENSG00000100813	chr14	23058564	23095614	protein_coding	ACIN1	ENSG00000100813	protein_coding	ENST00000262710	71.987	0.11113	0.201	FALSE	0.717450786	-0.225956622	0.1582
ACKR1	ENSG00000213088	chr1	159203307	159206500	protein_coding	ACKR1	ENSG00000213088	protein_coding	NA	NA	NA	NA	FALSE	0.009573072	NA	NA
ACKR2	ENSG00000144648	chr3	42804752	42887974	protein_coding	ACKR2	ENSG00000144648	protein_coding	ENST00000422265	7.0394	0.71028	1.47	FALSE	0.020748215	0.040856192	0.0118695652173913
ACKR3	ENSG00000144476	chr2	236567787	236582354	protein_coding	ACKR3	ENSG00000144476	protein_coding	ENST00000272928	9.2268	0.21676	0.682	FALSE	0.161876661	0.198151284	0.0978571428571429
ACKR4	ENSG00000129048	chr3	132597270	132618967	protein_coding	ACKR4	ENSG00000129048	protein_coding	ENST00000249887	10.109	1.1871	1.803	TRUE	0.047267146	0.384200663	0.019
ACLY	ENSG00000131473	chr17	41866917	41930542	protein_coding	ACLY	ENSG00000131473	protein_coding	ENST00000352035	61.287	0.24475	0.377	FALSE	0.44685425	-2.004239606	0.1396
ACMSD	ENSG00000153086	chr2	134838616	134902034	protein_coding	ACMSD	ENSG00000153086	protein_coding	ENST00000356140	20.704	0.72451	1.116	FALSE	0.33638393	0.499153299	0
ACO1	ENSG00000122729	chr9	32384603	32454769	protein_coding	ACO1	ENSG00000122729	protein_coding	ENST00000309951	49.804	0.70276	0.932	FALSE	0.412115925	-1.393010002	0.0993529411764706
ACO2	ENSG00000100412	chr22	41447830	41529273	protein_coding	ACO2	ENSG00000100412	protein_coding	ENST00000216254	37.658	0.23899	0.417	FALSE	0.657906877	-1.027124434	0.0415
ACOD1	ENSG00000102794	chr13	76948511	76958638	protein_coding	IRG1	ENSG00000102794	protein_coding	ENST00000377462	13.931	0.71784	1.217	FALSE	NA	NA	0.0205
ACOT1	ENSG00000184227	chr14	73537143	73543796	protein_coding	ACOT1	ENSG00000184227	protein_coding	ENST00000311148	8.476	0.82586	1.528	TRUE	0.012166346	NA	NA
ACOT11	ENSG00000162390	chr1	54542257	54639192	protein_coding	ACOT11	ENSG00000162390	protein_coding	ENST00000371316	36.545	0.79355	1.082	FALSE	0.083532045	0.875920405	0.0195
ACOT12	ENSG00000172497	chr5	81329996	81394179	protein_coding	ACOT12	ENSG00000172497	protein_coding	ENST00000307624	32.131	0.77806	1.087	FALSE	0.05645284	-0.085669874	0.0808
ACOT13	ENSG00000112304	chr6	24667035	24705065	protein_coding	ACOT13	ENSG00000112304	protein_coding	ENST00000230048	4.53	1.5452	1.936	TRUE	0.032154156	0.325464467	0.0589705882352941
ACOT2	ENSG00000119673	chr14	73567620	73575658	protein_coding	ACOT2	ENSG00000119673	protein_coding	ENST00000238651	11.818	0.76154	1.327	FALSE	0.010972761	0.606779578	0.00196153846153846
ACOT4	ENSG00000177465	chr14	73591873	73595766	protein_coding	ACOT4	ENSG00000177465	protein_coding	ENST00000326303	11.535	1.0403	1.655	TRUE	0.025540514	0.013053973	0.0243
ACOT6	ENSG00000205669	chr14	73610945	73619888	protein_coding	ACOT6	ENSG00000205669	protein_coding	ENST00000381139	5.2881	0.75642	1.631	TRUE	0.10045383	0.065072814	NA
ACOT7	ENSG00000097021	chr1	6264269	6393767	protein_coding	ACOT7	ENSG00000097021	protein_coding	ENST00000377855	17.851	0.16806	0.434	FALSE	0.198258082	-0.969788141	0.336
ACOT8	ENSG00000101473	chr20	45841721	45857405	protein_coding	ACOT8	ENSG00000101473	protein_coding	ENST00000217455	18.192	0.60467	1.001	TRUE	0.073842173	1.010111457	0.279
ACOT9	ENSG00000123130	chrX	23701055	23766475	protein_coding	ACOT9	ENSG00000123130	protein_coding	ENST00000379303	19.569	0.76653	1.18	FALSE	0.123415391	0.370434873	0.00129032258064516
ACOX1	ENSG00000161533	chr17	75941507	75979177	protein_coding	ACOX1	ENSG00000161533	protein_coding	ENST00000293217	33.976	0.2649	0.462	FALSE	0.181440529	-0.514599937	0.0962272727272727
ACOX2	ENSG00000168306	chr3	58505136	58537283	protein_coding	ACOX2	ENSG00000168306	protein_coding	ENST00000302819	34.764	0.60407	0.87	FALSE	0.021941785	-0.129409893	0.001
ACOX3	ENSG00000087008	chr4	8366282	8440723	protein_coding	ACOX3	ENSG00000087008	protein_coding	ENST00000356406	36.127	0.77503	1.063	TRUE	0.00758026	0.314513526	0.0043125
ACOXL	ENSG00000153093	chr2	110732539	111120610	protein_coding	ACOXL	ENSG00000153093	protein_coding	ENST00000439055	32.896	0.79037	1.097	TRUE	0.057491176	1.594074804	0.0116428571428571
ACP1	ENSG00000143727	chr2	264140	278283	protein_coding	ACP1	ENSG00000143727	protein_coding	ENST00000272067	9.4182	1.168	1.802	FALSE	0.241498601	-0.080196141	0.0706363636363636
ACP2	ENSG00000134575	chr11	47239302	47248906	protein_coding	ACP2	ENSG00000134575	protein_coding	ENST00000256997	24.178	0.45495	0.753	FALSE	0.186646535	-0.252645667	0.0465333333333333
ACP3	ENSG00000014257	chr3	132317369	132368298	protein_coding	ACPP	ENSG00000014257	protein_coding	ENST00000351273	24.059	0.99756	1.403	FALSE	NA	-0.508505399	0.0238636363636364
ACP4	ENSG00000142513	chr19	50790415	50795219	protein_coding	ACPT	ENSG00000142513	protein_coding	ENST00000270593	19.96	1.0521	1.513	FALSE	NA	-0.561927121	0.301
ACP5	ENSG00000102575	chr19	11574660	11579008	protein_coding	ACP5	ENSG00000102575	protein_coding	ENST00000592828	12.637	0.31653	0.724	FALSE	0.038435698	0.478847522	0.0308571428571429
ACP6	ENSG00000162836	chr1	147629652	147670524	protein_coding	ACP6	ENSG00000162836	protein_coding	ENST00000369238	20.953	0.95451	1.387	FALSE	0.053267553	1.089159168	0.0160731707317073
ACP7	ENSG00000183760	chr19	39083913	39111493	protein_coding	ACP7	ENSG00000183760	protein_coding	NA	NA	NA	NA	FALSE	NA	NA	NA
ACR	ENSG00000100312	chr22	50738196	50745339	protein_coding	ACR	ENSG00000100312	protein_coding	ENST00000216139	11.941	0.41873	0.88	FALSE	0.009551139	0.475882698	0
ACRBP	ENSG00000111644	chr12	6638075	6647433	protein_coding	ACRBP	ENSG00000111644	protein_coding	ENST00000229243	31.121	0.64265	0.934	FALSE	0.01889858	0.072406648	0
ACRV1	ENSG00000134940	chr11	125671522	125680874	protein_coding	ACRV1	ENSG00000134940	protein_coding	ENST00000533904	11.846	0.84413	1.427	FALSE	0.023257266	0.212525692	0.0576363636363636
ACSBG1	ENSG00000103740	chr15	78167468	78245688	protein_coding	ACSBG1	ENSG00000103740	protein_coding	ENST00000258873	36.178	0.38698	0.605	FALSE	0.055446923	-0.526010327	0.128433333333333
ACSBG2	ENSG00000130377	chr19	6135247	6193094	protein_coding	ACSBG2	ENSG00000130377	protein_coding	ENST00000586696	33.012	0.63613	0.916	TRUE	0.002277408	1.545018294	0.012875
ACSF2	ENSG00000167107	chr17	50426158	50474845	protein_coding	ACSF2	ENSG00000167107	protein_coding	ENST00000300441	33.445	0.4186	0.654	FALSE	0.036236332	-0.575518227	0.00322727272727273
ACSF3	ENSG00000176715	chr16	89088375	89164121	protein_coding	ACSF3	ENSG00000176715	protein_coding	ENST00000317447	25.228	1.3477	1.772	TRUE	0.012049699	-0.081302181	0.00211764705882353
ACSL1	ENSG00000151726	chr4	184755595	184826818	protein_coding	ACSL1	ENSG00000151726	protein_coding	ENST00000515030	45.957	0.30463	0.476	FALSE	0.105455707	-0.5199132	0.249466666666667
ACSL3	ENSG00000123983	chr2	222860942	222944639	protein_coding	ACSL3	ENSG00000123983	protein_coding	ENST00000357430	37.578	0.34595	0.55	FALSE	0.118675241	-0.139872297	0.0381111111111111
ACSL4	ENSG00000068366	chrX	109624244	109733403	protein_coding	ACSL4	ENSG00000068366	protein_coding	ENST00000340800	25.329	0.11844	0.306	FALSE	0.504424276	-0.92526593	0.2348
ACSL5	ENSG00000197142	chr10	112374116	112428379	protein_coding	ACSL5	ENSG00000197142	protein_coding	ENST00000356116	41.576	0.5051	0.727	FALSE	0.090893632	-0.491328475	0.0817894736842105
ACSL6	ENSG00000164398	chr5	131949973	132012243	protein_coding	ACSL6	ENSG00000164398	protein_coding	ENST00000379264	43.538	0.29859	0.475	FALSE	0.245327247	-0.829203068	0.160842105263158
ACSM1	ENSG00000166743	chr16	20623235	20698890	protein_coding	ACSM1	ENSG00000166743	protein_coding	ENST00000307493	34.678	0.7786	1.074	FALSE	0.006779542	0.882792037	0.0145
ACSM2A	ENSG00000183747	chr16	20451461	20487669	protein_coding	ACSM2A	ENSG00000183747	protein_coding	ENST00000573854	33.188	1.0245	1.364	TRUE	0.005190474	1.48424678	0.00888571428571429
ACSM2B	ENSG00000066813	chr16	20536226	20576427	protein_coding	ACSM2B	ENSG00000066813	protein_coding	ENST00000329697	34.284	1.0792	1.42	TRUE	0.005001118	1.48424678	0.0115
ACSM3	ENSG00000005187	chr16	20610243	20797581	protein_coding	ACSM3	ENSG00000005187	protein_coding	ENST00000289416	34.184	0.76059	1.055	TRUE	0.167284946	0.817340131	0
ACSM4	ENSG00000215009	chr12	7304284	7328724	protein_coding	ACSM4	ENSG00000215009	protein_coding	ENST00000399422	32.919	0.91133	1.236	FALSE	0.022577905	0.736113037	0.072
ACSM5	ENSG00000183549	chr16	20409534	20441336	protein_coding	ACSM5	ENSG00000183549	protein_coding	ENST00000331849	31.433	0.92261	1.258	FALSE	0.017561285	2.107352006	0.00826666666666667
ACSM6	ENSG00000173124	chr10	95194200	95228928	protein_coding	ACSM6	ENSG00000173124	protein_coding	NA	NA	NA	NA	FALSE	0.00147864	NA	NA
ACSS1	ENSG00000154930	chr20	25006230	25058980	protein_coding	ACSS1	ENSG00000154930	protein_coding	ENST00000323482	32.018	0.49971	0.759	FALSE	0.048821607	-0.465709257	0.0261818181818182
ACSS2	ENSG00000131069	chr20	34872146	34927962	protein_coding	ACSS2	ENSG00000131069	protein_coding	ENST00000253382	41.217	0.65507	0.903	FALSE	0.488270454	-0.78702425	0.112
ACSS3	ENSG00000111058	chr12	80936414	81261210	protein_coding	ACSS3	ENSG00000111058	protein_coding	ENST00000548058	36.725	0.68074	0.951	FALSE	0.295131278	-0.771248782	0.0154117647058824
ACTA1	ENSG00000143632	chr1	229430365	229434104	protein_coding	ACTA1	ENSG00000143632	protein_coding	ENST00000366684	14.889	0.73882	1.223	FALSE	0.716065921	-0.591137909	0.1534
ACTA2	ENSG00000107796	chr10	88935074	88991339	protein_coding	ACTA2	ENSG00000107796	protein_coding	ENST00000458208	17.293	0.11565	0.364	FALSE	0.936377274	-0.29013162	0.527
ACTB	ENSG00000075624	chr7	5526409	5563902	protein_coding	ACTB	ENSG00000075624	protein_coding	ENST00000331789	12.858	0	0.232	FALSE	0.99171524	-0.856067067	0.152818181818182
ACTBL2	ENSG00000169067	chr5	57480018	57482811	protein_coding	ACTBL2	ENSG00000169067	protein_coding	ENST00000423391	11.679	1.6268	1.946	FALSE	0.152729251	0.918255048	0.0314705882352941
ACTC1	ENSG00000159251	chr15	34790230	34795549	protein_coding	ACTC1	ENSG00000159251	protein_coding	ENST00000290378	13.125	0.15238	0.48	FALSE	0.66284814	-0.425560413	0.106576923076923
ACTG1	ENSG00000184009	chr17	81509413	81523847	protein_coding	ACTG1	ENSG00000184009	protein_coding	ENST00000575842	13.806	0.4346	0.858	FALSE	0.983116739	-1.742800006	0.261444444444444
ACTG2	ENSG00000163017	chr2	73892314	73919865	protein_coding	ACTG2	ENSG00000163017	protein_coding	ENST00000409624	16.73	0.29886	0.628	FALSE	0.370515143	-0.558022258	0
ACTL10	ENSG00000288649	chr20	33666943	33668525	protein_coding	ACTL10	ENSG00000182584	protein_coding	ENST00000330271	4.3428	0.46053	1.405	FALSE	0.017987153	0.283286967	0.06175
ACTL6A	ENSG00000136518	chr3	179562886	179588407	protein_coding	ACTL6A	ENSG00000136518	protein_coding	ENST00000429709	25.6	0.078124	0.246	FALSE	0.89447236	-0.10128383	0.0125714285714286
ACTL6B	ENSG00000077080	chr7	100643097	100656448	protein_coding	ACTL6B	ENSG00000077080	protein_coding	ENST00000160382	28.215	0.38986	0.645	FALSE	0.498296439	-0.724381752	NA
ACTL7A	ENSG00000187003	chr9	108862266	108863756	protein_coding	ACTL7A	ENSG00000187003	protein_coding	ENST00000333999	13.645	0.80618	1.333	FALSE	0.047459247	0.067094239	0.01175
ACTL7B	ENSG00000148156	chr9	108854588	108855986	protein_coding	ACTL7B	ENSG00000148156	protein_coding	ENST00000374667	9.8547	0.91327	1.571	FALSE	0.043315867	-0.85997209	NA
ACTL8	ENSG00000117148	chr1	17755333	17827063	protein_coding	ACTL8	ENSG00000117148	protein_coding	ENST00000375406	4.1804	0.23921	1.123	FALSE	0.001905215	0.601465648	0.00225
ACTL9	ENSG00000181786	chr19	8697400	8698795	protein_coding	ACTL9	ENSG00000181786	protein_coding	ENST00000324436	9.2415	0.54104	1.137	FALSE	0.004666462	0.61271028	NA
ACTN1	ENSG00000072110	chr14	68874128	68979440	protein_coding	ACTN1	ENSG00000072110	protein_coding	ENST00000394419	55.641	0.10784	0.213	FALSE	0.514986607	-1.936408239	0.209285714285714
ACTN2	ENSG00000077522	chr1	236664141	236764631	protein_coding	ACTN2	ENSG00000077522	protein_coding	ENST00000366578	49.552	0.12109	0.239	FALSE	0.55570405	-0.486182555	0.129318181818182
ACTN3	ENSG00000248746	chr11	66546395	66563334	protein_coding	ACTN3	ENSG00000248746	protein_coding	NA	NA	NA	NA	FALSE	NA	NA	NA
ACTN4	ENSG00000130402	chr19	38647649	38731589	protein_coding	ACTN4	ENSG00000130402	protein_coding	ENST00000252699	48.147	0.02077	0.099	FALSE	0.387377198	-1.597665302	0.0934090909090909
ACTR10	ENSG00000131966	chr14	58200080	58235636	protein_coding	ACTR10	ENSG00000131966	protein_coding	ENST00000254286	23.866	0.37711	0.658	FALSE	0.530308719	-0.197661471	0.102214285714286
ACTR1A	ENSG00000138107	chr10	102461881	102502712	protein_coding	ACTR1A	ENSG00000138107	protein_coding	ENST00000369905	23.745	0.12634	0.327	FALSE	0.617198061	-0.500850605	0.188709677419355
ACTR1B	ENSG00000115073	chr2	97655939	97664044	protein_coding	ACTR1B	ENSG00000115073	protein_coding	ENST00000289228	22.965	0.39189	0.684	FALSE	0.331988418	-0.631125632	0.0325
ACTR2	ENSG00000138071	chr2	65227788	65271253	protein_coding	ACTR2	ENSG00000138071	protein_coding	ENST00000377982	24.325	0.041109	0.195	FALSE	0.689557434	-0.334493413	0.0789583333333333
ACTR3	ENSG00000115091	chr2	113890063	113962596	protein_coding	ACTR3	ENSG00000115091	protein_coding	ENST00000263238	25.202	0	0.118	FALSE	0.477276734	-0.335274326	0.151241379310345
ACTR3B	ENSG00000133627	chr7	152759749	152855378	protein_coding	ACTR3B	ENSG00000133627	protein_coding	ENST00000256001	24.734	0.04043	0.192	FALSE	0.081273101	-0.120808026	0.128
ACTR3C	ENSG00000106526	chr7	150243916	150323725	protein_coding	ACTR3C	ENSG00000106526	protein_coding	ENST00000539352	11.407	0.78898	1.374	FALSE	0.005900668	0.977169322	0.005
ACTR5	ENSG00000101442	chr20	38748460	38772520	protein_coding	ACTR5	ENSG00000101442	protein_coding	ENST00000243903	26.542	0.67817	1.006	FALSE	0.119979077	-0.263270519	0.001
ACTR6	ENSG00000075089	chr12	100199122	100241865	protein_coding	ACTR6	ENSG00000075089	protein_coding	ENST00000188312	22.443	0.71291	1.083	FALSE	0.742440874	-0.427121997	0.000333333333333333
ACTR8	ENSG00000113812	chr3	53867066	53882152	protein_coding	ACTR8	ENSG00000113812	protein_coding	ENST00000335754	38.861	0.72052	0.988	FALSE	0.331819735	-0.686893033	0.0323714285714286
ACTRT1	ENSG00000123165	chrX	128050962	128052403	protein_coding	ACTRT1	ENSG00000123165	protein_coding	ENST00000371124	5.3899	0.74213	1.611	FALSE	0.005127697	0.801261341	0
ACTRT2	ENSG00000169717	chr1	3021467	3022903	protein_coding	ACTRT2	ENSG00000169717	protein_coding	ENST00000378404	8.5523	0.70156	1.377	FALSE	0.018444598	-0.022406856	0
ACTRT3	ENSG00000184378	chr3	169766921	169769561	protein_coding	ACTRT3	ENSG00000184378	protein_coding	ENST00000330368	10.3	1.0679	1.71	FALSE	0.019416019	0.260633041	0.0828
ACVR1	ENSG00000115170	chr2	157736251	157876330	protein_coding	ACVR1	ENSG00000115170	protein_coding	ENST00000263640	26.058	0.23026	0.454	FALSE	0.908763541	-0.841069523	0.346714285714286
ACVR1B	ENSG00000135503	chr12	51951699	51997078	protein_coding	ACVR1B	ENSG00000135503	protein_coding	ENST00000541224	27.53	0.036324	0.172	FALSE	0.615892745	-0.765776977	0.27453125
ACVR1C	ENSG00000123612	chr2	157526767	157628864	protein_coding	ACVR1C	ENSG00000123612	protein_coding	ENST00000243349	26.748	0.37385	0.634	FALSE	0.479079686	-0.585982266	0.223877551020408
ACVR2A	ENSG00000121989	chr2	147844517	147930826	protein_coding	ACVR2A	ENSG00000121989	protein_coding	ENST00000241416	27.845	0.035913	0.17	FALSE	0.954874219	-0.336836623	0.296761904761905
ACVR2B	ENSG00000114739	chr3	38453890	38493142	protein_coding	ACVR2B	ENSG00000114739	protein_coding	ENST00000352511	27.916	0.17911	0.377	FALSE	0.559847657	-1.175994149	0.319380952380952
ACVRL1	ENSG00000139567	chr12	51906908	51923361	protein_coding	ACVRL1	ENSG00000139567	protein_coding	ENST00000388922	22.684	0.39675	0.692	FALSE	0.108673601	-0.005067496	0.06875
ACY1	ENSG00000243989	chr3	51983340	51989197	protein_coding	ACY1	ENSG00000243989	protein_coding	ENST00000404366	22.868	0.69967	1.063	FALSE	0.065235845	0.477282154	0.063
ACY3	ENSG00000132744	chr11	67642555	67650730	protein_coding	ACY3	ENSG00000132744	protein_coding	ENST00000255082	10.97	0.82046	1.426	FALSE	0.003638285	0.174097518	0.108
ACYP1	ENSG00000119640	chr14	75053237	75069483	protein_coding	ACYP1	ENSG00000119640	protein_coding	ENST00000238618	4.0308	0.49618	1.486	FALSE	0.151950805	-0.082381054	0.0035
ACYP2	ENSG00000170634	chr2	53970838	54305300	protein_coding	ACYP2	ENSG00000170634	protein_coding	ENST00000394666	5.4769	1.0955	1.836	FALSE	0.067344086	0.412001536	0.02325
ADA	ENSG00000196839	chr20	44619522	44652233	protein_coding	ADA	ENSG00000196839	protein_coding	ENST00000372874	21.107	0.90018	1.321	FALSE	0.574821556	0.098806915	0.4155
ADA2	ENSG00000093072	chr22	17178790	17258235	protein_coding	CECR1	ENSG00000093072	protein_coding	ENST00000399839	20.453	0.68448	1.07	FALSE	NA	-0.044276578	0.00170833333333333
ADAD1	ENSG00000164113	chr4	122378966	122429802	protein_coding	ADAD1	ENSG00000164113	protein_coding	ENST00000296513	28.254	0.28314	0.511	FALSE	0.376192951	-0.537872277	0.0206111111111111
ADAD2	ENSG00000140955	chr16	84191138	84197168	protein_coding	ADAD2	ENSG00000140955	protein_coding	ENST00000268624	26.423	0.79475	1.144	FALSE	0.00601312	0.70127948	0.0185
ADAL	ENSG00000168803	chr15	43330672	43354569	protein_coding	ADAL	ENSG00000168803	protein_coding	ENST00000428046	15.508	0.70931	1.174	FALSE	0.343367733	0.084596245	0.00754054054054054
ADAM10	ENSG00000137845	chr15	58588809	58749791	protein_coding	ADAM10	ENSG00000137845	protein_coding	ENST00000260408	40.485	0.0247	0.117	FALSE	0.801444084	-0.557396897	0.313411764705882
ADAM11	ENSG00000073670	chr17	44758988	44781846	protein_coding	ADAM11	ENSG00000073670	protein_coding	ENST00000200557	50.237	0.3583	0.531	FALSE	0.131633893	-0.749376982	0.244130434782609
ADAM12	ENSG00000148848	chr10	126012381	126388477	protein_coding	ADAM12	ENSG00000148848	protein_coding	ENST00000368679	46.899	0.40513	0.594	FALSE	0.075293986	-0.548667284	0.175125
ADAM15	ENSG00000143537	chr1	155050566	155062775	protein_coding	ADAM15	ENSG00000143537	protein_coding	ENST00000356955	51.089	0.64593	0.864	FALSE	0.077192579	0.723146897	0.0898333333333333
ADAM17	ENSG00000151694	chr2	9488486	9556732	protein_coding	ADAM17	ENSG00000151694	protein_coding	ENST00000310823	42.312	0.1418	0.28	FALSE	0.398835803	-0.585361843	0.11204347826087
ADAM18	ENSG00000168619	chr8	39584489	39730065	protein_coding	ADAM18	ENSG00000168619	protein_coding	ENST00000265707	38.193	1.2306	1.569	FALSE	0.01116597	0.991050545	0.00455555555555556
ADAM19	ENSG00000135074	chr5	157395534	157575775	protein_coding	ADAM19	ENSG00000135074	protein_coding	ENST00000257527	50.852	0.3343	0.501	FALSE	0.121857186	-0.476336682	0.32128125
