Gene	gene_id	type	chr	start	stop	gene_name.84	gene_id.84	gene_type.84	x_class	Balaton.consensus.calls	Cotton_AR	Tuk_Skew_AR	Tuk_SC_AR	garieri_AR	sauteraud_AR	mean_AR_public
SLC25A5	ENSG00000005022	protein_coding	chrX	119468422	119471396	SLC25A5	ENSG00000005022	protein_coding	Single-copy	S	NA	NA	NA	NA	0.006362738	0.006362738
SLC25A53	ENSG00000269743	protein_coding	chrX	104099214	104157009	SLC25A53	ENSG00000269743	protein_coding	Single-copy	Mostly S	0.01	NA	NA	NA	NA	0.01
SLC25A6	ENSG00000169100	protein_coding	chrX	1386152	1392113	SLC25A6	ENSG00000169100	protein_coding	PAR	PAR	NA	0.967912087912088	0.834799365004718	NA	0.846954674	0.883222042305602
SLC35A2	ENSG00000102100	protein_coding	chrX	48903180	48911958	SLC35A2	ENSG00000102100	protein_coding	Single-copy	S	NA	0	NA	NA	0.030162082	0.015081041
SLC38A5	ENSG00000017483	protein_coding	chrX	48458537	48470260	SLC38A5	ENSG00000017483	protein_coding	Single-copy	S	0.09	NA	NA	NA	0.0127296	0.0513648
SLC6A14	ENSG00000268104	protein_coding	chrX	116436606	116461458	SLC6A14	ENSG00000268104	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
SLC6A8	ENSG00000130821	protein_coding	chrX	153687926	153696588	SLC6A8	ENSG00000130821	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
SLC7A3	ENSG00000165349	protein_coding	chrX	70925579	70931125	SLC7A3	ENSG00000165349	protein_coding	Single-copy	Mostly S	NA	NA	NA	NA	NA	NA
SLC9A6	ENSG00000198689	protein_coding	chrX	135973841	136047269	SLC9A6	ENSG00000198689	protein_coding	Multicopy	S	0.1	NA	NA	NA	0.020381364	0.060190682
SLC9A7	ENSG00000065923	protein_coding	chrX	46599251	46759118	SLC9A7	ENSG00000065923	protein_coding	Multicopy	S	0.02	0	NA	0.00389309743184074	0.02564514	0.0123845593579602
SLITRK2	ENSG00000185985	protein_coding	chrX	145817829	145829856	SLITRK2	ENSG00000185985	protein_coding	Single-copy	Mostly S	NA	NA	NA	NA	NA	NA
SLITRK4	ENSG00000179542	protein_coding	chrX	143622790	143636101	SLITRK4	ENSG00000179542	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
SMARCA1	ENSG00000102038	protein_coding	chrX	129446501	129523500	SMARCA1	ENSG00000102038	protein_coding	Single-copy	Mostly S	0.11	NA	NA	0.000828871782800555	NA	0.0554144358914003
SMC1A	ENSG00000072501	protein_coding	chrX	53374149	53422728	SMC1A	ENSG00000072501	protein_coding	Single-copy	Mostly E	0.3	0.0789473684210526	NA	NA	0.531873215	0.303606861140351
SMIM10	ENSG00000184785	protein_coding	chrX	134990991	134992473	SMIM10	ENSG00000184785	protein_coding	Single-copy	NA	NA	NA	NA	NA	NA	NA
SMIM10L2A	ENSG00000178947	protein_coding	chrX	135421944	135428075	SMIM10L2A	ENSG00000178947	protein_coding	Multicopy	NA	NA	NA	NA	NA	NA	NA
SMIM10L2B	ENSG00000196972	protein_coding	chrX	135094985	135098712	SMIM10L2B	ENSG00000196972	protein_coding	Multicopy	NA	NA	NA	NA	NA	NA	NA
SMIM9	ENSG00000203870	protein_coding	chrX	154823348	154834662	SMIM9	ENSG00000203870	protein_coding	Single-copy	NA	NA	NA	NA	NA	NA	NA
SMPX	ENSG00000091482	protein_coding	chrX	21705978	21758116	SMPX	ENSG00000091482	protein_coding	Single-copy	S	0.06	NA	NA	NA	NA	0.06
SMS	ENSG00000102172	protein_coding	chrX	21940709	21994837	SMS	ENSG00000102172	protein_coding	Single-copy	S	0.02	0	NA	0.00233142288964139	0.027342791	0.0124185534724103
SNX12	ENSG00000147164	protein_coding	chrX	71056332	71073426	SNX12	ENSG00000147164	protein_coding	Single-copy	S	NA	0	NA	0.00498053615222571	0.015115683	0.00669873971740857
SOWAHD	ENSG00000187808	protein_coding	chrX	119758588	119760202	SOWAHD	ENSG00000187808	protein_coding	Single-copy	S	NA	0	NA	NA	0	0
SOX3	ENSG00000134595	protein_coding	chrX	140502985	140505069	SOX3	ENSG00000134595	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
SPACA5	ENSG00000171489	protein_coding	chrX	48004336	48009729	SPACA5	ENSG00000171489	protein_coding	Ampliconic	Mostly S	NA	NA	NA	NA	NA	NA
SPACA5B	ENSG00000171478	protein_coding	chrX	48130626	48132620	SPACA5B	ENSG00000171478	protein_coding	Ampliconic	NA	NA	NA	NA	NA	NA	NA
SPANXA1	ENSG00000198021	protein_coding	chrX	141583674	141585011	SPANXA1	ENSG00000198021	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
SPANXA2	ENSG00000203926	protein_coding	chrX	141589708	141590762	SPANXA2	ENSG00000203926	protein_coding	Ampliconic	NA	NA	NA	NA	NA	NA	NA
SPANXB1	ENSG00000227234	protein_coding	chrX	141002594	141003706	SPANXB1	ENSG00000227234	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
SPANXB1	ENSG00000227234	protein_coding	chrX	141002594	141003706	SPANXB1	ENSG00000227234	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
SPANXC	ENSG00000198573	protein_coding	chrX	141241463	141242517	SPANXC	ENSG00000198573	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
SPANXD	ENSG00000196406	protein_coding	chrX	141697411	141698739	SPANXD	ENSG00000196406	protein_coding	Ampliconic	NA	NA	NA	NA	NA	NA	NA
SPANXN1	ENSG00000203923	protein_coding	chrX	145247503	145256208	SPANXN1	ENSG00000203923	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
SPANXN2	ENSG00000268988	protein_coding	chrX	143711955	143721423	SPANXN2	ENSG00000268988	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
SPANXN3	ENSG00000189252	protein_coding	chrX	143508735	143517475	SPANXN3	ENSG00000189252	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
SPANXN4	ENSG00000189326	protein_coding	chrX	143025918	143034702	SPANXN4	ENSG00000189326	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
SPANXN5	ENSG00000204363	protein_coding	chrX	52796144	52797427	SPANXN5	ENSG00000204363	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
SPIN2A	ENSG00000147059	protein_coding	chrX	57134530	57137625	SPIN2A	ENSG00000147059	protein_coding	Multicopy	S	NA	NA	NA	NA	NA	NA
SPIN2B	ENSG00000186787	protein_coding	chrX	57118551	57121548	SPIN2B	ENSG00000186787	protein_coding	Multicopy	Mostly S	NA	NA	NA	NA	NA	NA
SPIN3	ENSG00000204271	protein_coding	chrX	56818298	56995827	SPIN3	ENSG00000204271	protein_coding	Multicopy	Mostly S	0.01	NA	NA	NA	0	0.005
SPIN4	ENSG00000186767	protein_coding	chrX	63347228	63351332	SPIN4	ENSG00000186767	protein_coding	Multicopy	Mostly S	NA	0	NA	NA	0	0
SPRY3	ENSG00000168939	protein_coding	chrX	155612572	155782459	SPRY3	ENSG00000168939	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
SRPK3	ENSG00000184343	protein_coding	chrX	153776412	153785732	SRPK3	ENSG00000184343	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
SRPX	ENSG00000101955	protein_coding	chrX	38149336	38220924	SRPX	ENSG00000101955	protein_coding	Single-copy	S	0.15	NA	NA	NA	NA	0.15
SRPX2	ENSG00000102359	protein_coding	chrX	100644195	100675788	SRPX2	ENSG00000102359	protein_coding	Single-copy	VE	NA	NA	NA	0.0012666022518486	NA	0.0012666022518486
SSR4	ENSG00000180879	protein_coding	chrX	153793516	153798499	SSR4	ENSG00000180879	protein_coding	Single-copy	S	NA	0	NA	0.00148131798102857	0	0.000493772660342858
SSX1	ENSG00000126752	protein_coding	chrX	48255392	48267444	SSX1	ENSG00000126752	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
SSX2	ENSG00000241476	protein_coding	chrX	52696896	52707189	SSX2	ENSG00000241476	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
SSX2B	ENSG00000268447	protein_coding	chrX	52751132	52790305	SSX2B	ENSG00000268447	protein_coding	Ampliconic	NA	NA	NA	NA	NA	NA	NA
SSX3	ENSG00000165584	protein_coding	chrX	48346427	48356707	SSX3	ENSG00000165584	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
SSX4	ENSG00000268009	protein_coding	chrX	48383516	48393347	SSX4	ENSG00000268009	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
SSX4B	ENSG00000269791	protein_coding	chrX	48402082	48411960	SSX4B	ENSG00000269791	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
SSX5	ENSG00000165583	protein_coding	chrX	48186220	48196795	SSX5	ENSG00000165583	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
SSX7	ENSG00000187754	protein_coding	chrX	52644061	52654900	SSX7	ENSG00000187754	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
STAG2	ENSG00000101972	protein_coding	chrX	123960212	124422664	STAG2	ENSG00000101972	protein_coding	Single-copy	Mostly S	0.01	NA	NA	0.007936491937516	0.000590812	0.006175767979172
STARD8	ENSG00000130052	protein_coding	chrX	68647666	68725842	STARD8	ENSG00000130052	protein_coding	Single-copy	S	0.03	NA	NA	NA	NA	0.03
STEEP1	ENSG00000018610	protein_coding	chrX	119538149	119565409	CXorf56	ENSG00000018610	protein_coding	Single-copy	Mostly S	NA	0	NA	NA	0.11400019	0.057000095
STK26	ENSG00000134602	protein_coding	chrX	132023302	132075943	STK26	ENSG00000134602	protein_coding	Single-copy	Mostly S	0.02	NA	NA	0.125809175344779	0.102754785	0.0828546534482597
STS	ENSG00000101846	protein_coding	chrX	7147237	7804358	STS	ENSG00000101846	protein_coding	Single-copy	E	0.46	0.733333333333333	NA	0.239261081423901	0.570377625	0.500743009939309
SUPT20HL1	ENSG00000223731	protein_coding	chrX	24362325	24365424	SUPT20HL1	ENSG00000223731	processed_pseudogene	Multicopy	No call	NA	NA	NA	NA	NA	NA
SUPT20HL2	ENSG00000223611	protein_coding	chrX	24310862	24314079	SUPT20HL2	ENSG00000223611	processed_pseudogene	Multicopy	No call	NA	NA	NA	NA	NA	NA
SUV39H1	ENSG00000101945	protein_coding	chrX	48695554	48709016	SUV39H1	ENSG00000101945	protein_coding	Single-copy	S	NA	NA	NA	NA	0.017230712	0.017230712
SYAP1	ENSG00000169895	protein_coding	chrX	16719612	16765340	SYAP1	ENSG00000169895	protein_coding	Single-copy	E	0.27	NA	NA	NA	0.236415509	0.2532077545
SYN1	ENSG00000008056	protein_coding	chrX	47571901	47619857	SYN1	ENSG00000008056	protein_coding	Single-copy	Mostly S	0.11	NA	NA	NA	NA	0.11
SYP	ENSG00000102003	protein_coding	chrX	49187815	49200199	SYP	ENSG00000102003	protein_coding	Single-copy	S	0.04	NA	NA	NA	NA	0.04
SYTL4	ENSG00000102362	protein_coding	chrX	100674491	100732123	SYTL4	ENSG00000102362	protein_coding	Single-copy	Mostly S	NA	NA	NA	0.00124053702537452	NA	0.00124053702537452
SYTL5	ENSG00000147041	protein_coding	chrX	38006553	38128819	SYTL5	ENSG00000147041	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
TAB3	ENSG00000157625	protein_coding	chrX	30827442	30975084	TAB3	ENSG00000157625	protein_coding	Single-copy	S	0.03	NA	NA	0	0.030711478	0.0202371593333333
TAF1	ENSG00000147133	protein_coding	chrX	71366222	71532374	TAF1	ENSG00000147133	protein_coding	Single-copy	S	0.02	0	NA	NA	0.020122723	0.013374241
TAF7L	ENSG00000102387	protein_coding	chrX	101268253	101293057	TAF7L	ENSG00000102387	protein_coding	Single-copy	E	0.34	NA	NA	NA	NA	0.34
TAF9B	ENSG00000187325	protein_coding	chrX	78129748	78139650	TAF9B	ENSG00000187325	protein_coding	Single-copy	S	NA	NA	NA	NA	0.023864926	0.023864926
TASL	ENSG00000120280	protein_coding	chrX	30558809	30577766	CXorf21	ENSG00000120280	protein_coding	Single-copy	VE	NA	NA	NA	NA	NA	NA
TAZ	ENSG00000102125	protein_coding	chrX	154411524	154421726	TAZ	ENSG00000102125	protein_coding	Single-copy	S	NA	0	NA	NA	NA	0
TBC1D25	ENSG00000068354	protein_coding	chrX	48539714	48562609	TBC1D25	ENSG00000068354	protein_coding	Single-copy	S	0.07	0	NA	0.00405437155232824	0.021532842	0.0238968033880821
TBC1D8B	ENSG00000133138	protein_coding	chrX	106802673	106876150	TBC1D8B	ENSG00000133138	protein_coding	Single-copy	S	0.1	NA	NA	0.00285639352826517	0.013852674	0.0389030225094217
TBL1X	ENSG00000101849	protein_coding	chrX	9463320	9741037	TBL1X	ENSG00000101849	protein_coding	Single-copy	Discordant	0.04	0	NA	0.00681411795028763	0.03826875	0.0212707169875719
TBX22	ENSG00000122145	protein_coding	chrX	80014753	80031774	TBX22	ENSG00000122145	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
TCEAL1	ENSG00000172465	protein_coding	chrX	103628704	103630953	TCEAL1	ENSG00000172465	protein_coding	Single-copy	S	NA	NA	NA	NA	0.014352507	0.014352507
TCEAL2	ENSG00000184905	protein_coding	chrX	102125679	102140426	TCEAL2	ENSG00000184905	protein_coding	Multicopy	S	NA	NA	NA	NA	0	0
TCEAL3	ENSG00000196507	protein_coding	chrX	103607451	103629690	TCEAL3	ENSG00000196507	protein_coding	Multicopy	No call	NA	NA	NA	NA	0.004540983	0.004540983
TCEAL4	ENSG00000133142	protein_coding	chrX	103576231	103587729	TCEAL4	ENSG00000133142	protein_coding	Multicopy	S	0.01	0.00920245398773006	NA	NA	0.016395574	0.0118660093292434
TCEAL5	ENSG00000204065	protein_coding	chrX	103273691	103276750	TCEAL5	ENSG00000204065	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
TCEAL6	ENSG00000204071	protein_coding	chrX	102140476	102142970	TCEAL6	ENSG00000204071	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
TCEAL7	ENSG00000182916	protein_coding	chrX	103330229	103332326	TCEAL7	ENSG00000182916	protein_coding	Single-copy	S	NA	NA	NA	0.00428326813861113	NA	0.00428326813861113
TCEAL8	ENSG00000180964	protein_coding	chrX	103252995	103255192	TCEAL8	ENSG00000180964	protein_coding	Single-copy	S	NA	NA	NA	NA	0.005616736	0.005616736
TCEAL9	ENSG00000185222	protein_coding	chrX	103356489	103358462	WBP5	ENSG00000185222	protein_coding	Single-copy	VE	NA	NA	NA	NA	NA	NA
TCEANC	ENSG00000176896	protein_coding	chrX	13653189	13681964	TCEANC	ENSG00000176896	protein_coding	Single-copy	Mostly E	0.13	NA	NA	NA	NA	0.13
TCP11X1	ENSG00000268235	protein_coding	chrX	102215301	102229532	TCP11X1	ENSG00000268235	transcribed_unprocessed_pseudogene	Ampliconic	NA	NA	NA	NA	NA	NA	NA
TCP11X2	ENSG00000215029	protein_coding	chrX	102456862	102471842	TCP11X2	ENSG00000215029	protein_coding	Ampliconic	NA	NA	NA	NA	NA	NA	NA
TDGF1P3	ENSG00000225366	protein_coding	chrX	110520312	110523021	TDGF1P3	ENSG00000225366	transcribed_processed_pseudogene	Single-copy	No call	NA	NA	NA	NA	NA	NA
TENM1	ENSG00000009694	protein_coding	chrX	124375903	124963817	TENM1	ENSG00000009694	protein_coding	Single-copy	Discordant	0.32	NA	NA	NA	NA	0.32
TENT5D	ENSG00000174016	protein_coding	chrX	80335504	80445311	FAM46D	ENSG00000174016	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
TEX11	ENSG00000120498	protein_coding	chrX	70528940	70908711	TEX11	ENSG00000120498	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
TEX13A	ENSG00000268629	protein_coding	chrX	105218929	105220694	TEX13A	ENSG00000268629	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
TEX13B	ENSG00000170925	protein_coding	chrX	107980864	107982370	TEX13B	ENSG00000170925	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
TEX13C	ENSG00000282815	protein_coding	chrX	125320120	125325214	TEX13C	ENSG00000282815	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
TEX13D	ENSG00000282419	protein_coding	chrX	124246249	124336863	TEX13D	ENSG00000282419	protein_coding	Single-copy	NA	NA	NA	NA	NA	NA	NA
TEX28	ENSG00000278057	protein_coding	chrX	154271265	154295853	TEX28	ENSG00000278057	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
TFDP3	ENSG00000183434	protein_coding	chrX	133216662	133218354	TFDP3	ENSG00000183434	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
TFE3	ENSG00000068323	protein_coding	chrX	49028726	49043410	TFE3	ENSG00000068323	protein_coding	Single-copy	Mostly S	NA	NA	NA	NA	0.011198579	0.011198579
TGIF2LX	ENSG00000153779	protein_coding	chrX	89921908	89922883	TGIF2LX	ENSG00000153779	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
THOC2	ENSG00000125676	protein_coding	chrX	123600561	123733056	THOC2	ENSG00000125676	protein_coding	Single-copy	S	0.02	NA	NA	0.00127922963174554	0.018159326	0.0131461852105818
TIMM17B	ENSG00000126768	protein_coding	chrX	48893447	48898143	TIMM17B	ENSG00000126768	protein_coding	Single-copy	Mostly S	NA	0	NA	NA	0.007293695	0.0036468475
TIMM8A	ENSG00000126953	protein_coding	chrX	101345661	101348742	TIMM8A	ENSG00000126953	protein_coding	Single-copy	Mostly S	NA	NA	NA	NA	0	0
TIMP1	ENSG00000102265	protein_coding	chrX	47582408	47586789	TIMP1	ENSG00000102265	protein_coding	Single-copy	VE	NA	0.0324324324324324	0.0182648401826484	0.00408965717366838	0.010049117	0.0162090116971873
TKTL1	ENSG00000007350	protein_coding	chrX	154295795	154330350	TKTL1	ENSG00000007350	protein_coding	Single-copy	Discordant	0.3	NA	NA	NA	NA	0.3
TLR7	ENSG00000196664	protein_coding	chrX	12867072	12890361	TLR7	ENSG00000196664	protein_coding	Single-copy	S	0.08	0.0212765957446809	0	NA	0.088319858	0.0473991134361702
TLR8	ENSG00000101916	protein_coding	chrX	12906620	12923169	TLR8	ENSG00000101916	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
TMEM164	ENSG00000157600	protein_coding	chrX	110002631	110182734	TMEM164	ENSG00000157600	protein_coding	Single-copy	S	0.03	0	NA	NA	0.021225742	0.0170752473333333
TMEM185A	ENSG00000269556	protein_coding	chrX	149596556	149631912	TMEM185A	ENSG00000269556	protein_coding	Single-copy	S	0	NA	NA	NA	NA	0
TMEM187	ENSG00000177854	protein_coding	chrX	153972754	153983194	TMEM187	ENSG00000177854	protein_coding	Single-copy	Mostly VE	0.11	0	NA	NA	0	0.0366666666666667
TMEM255A	ENSG00000125355	protein_coding	chrX	120258650	120311556	TMEM255A	ENSG00000125355	protein_coding	Single-copy	Mostly S	0.07	NA	NA	NA	NA	0.07
TMEM31	ENSG00000179363	protein_coding	chrX	103710909	103714032	TMEM31	ENSG00000179363	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
TMEM35A	ENSG00000126950	protein_coding	chrX	101078879	101096367	TMEM35	ENSG00000126950	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
TMEM47	ENSG00000147027	protein_coding	chrX	34627075	34657285	TMEM47	ENSG00000147027	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
TMLHE	ENSG00000185973	protein_coding	chrX	155489011	155719098	TMLHE	ENSG00000185973	protein_coding	Single-copy	S	0.03	NA	NA	NA	0	0.015
TMSB15A	ENSG00000158164	protein_coding	chrX	102513682	102516739	TMSB15A	ENSG00000158164	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
TMSB15B	ENSG00000158427	protein_coding	chrX	103918896	103966712	TMSB15B	ENSG00000158427	protein_coding	Ampliconic	Mostly S	NA	NA	NA	NA	0	0
TMSB4X	ENSG00000205542	protein_coding	chrX	12975110	12977227	TMSB4X	ENSG00000205542	protein_coding	Single-copy	No call	NA	0.014792899408284	NA	NA	0.092353927	0.053573413204142
TNMD	ENSG00000000005	protein_coding	chrX	100584936	100599885	TNMD	ENSG00000000005	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
TRAPPC2	ENSG00000196459	protein_coding	chrX	13712244	13734635	TRAPPC2	ENSG00000196459	protein_coding	Single-copy	Mostly E	0.27	0.0740740740740741	NA	NA	0.232833179	0.192302417691358
TREX2	ENSG00000183479	protein_coding	chrX	153444473	153470587	TREX2	ENSG00000183479	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
TRMT2B	ENSG00000188917	protein_coding	chrX	101009346	101052116	TRMT2B	ENSG00000188917	protein_coding	Single-copy	S	0.01	0	NA	0.0049734838423634	0.006687803	0.00541532171059085
TRO	ENSG00000067445	protein_coding	chrX	54920462	54931431	TRO	ENSG00000067445	protein_coding	Single-copy	Mostly S	0.03	NA	NA	NA	NA	0.03
TRPC5	ENSG00000072315	protein_coding	chrX	111768011	112082776	TRPC5	ENSG00000072315	protein_coding	Single-copy	VE	0.2	NA	NA	NA	NA	0.2
TRPC5OS	ENSG00000204025	protein_coding	chrX	111876051	111903990	TRPC5OS	ENSG00000204025	antisense	Single-copy	No call	NA	NA	NA	NA	NA	NA
TSC22D3	ENSG00000157514	protein_coding	chrX	107713221	107777342	TSC22D3	ENSG00000157514	protein_coding	Single-copy	Mostly S	0.12	NA	NA	NA	0.043276208	0.081638104
TSIX	ENSG00000270641	lncRNA	chrX	73792205	73829231	TSIX	ENSG00000270641	lincRNA	Single-copy	VE	NA	NA	NA	NA	NA	NA
TSPAN6	ENSG00000000003	protein_coding	chrX	100627108	100639991	TSPAN6	ENSG00000000003	protein_coding	Single-copy	Mostly S	NA	NA	NA	0.00688609399684448	NA	0.00688609399684448
TSPAN7	ENSG00000156298	protein_coding	chrX	38561542	38688920	TSPAN7	ENSG00000156298	protein_coding	Single-copy	Mostly S	0.1	NA	NA	NA	NA	0.1
TSPYL2	ENSG00000184205	protein_coding	chrX	53082367	53088540	TSPYL2	ENSG00000184205	protein_coding	Single-copy	S	0.03	NA	NA	NA	0.020760709	0.0253803545
TSR2	ENSG00000158526	protein_coding	chrX	54440404	54448032	TSR2	ENSG00000158526	protein_coding	Single-copy	S	0.04	0	0	NA	0.018656132	0.014664033
TXLNG	ENSG00000086712	protein_coding	chrX	16786432	16844519	TXLNG	ENSG00000086712	protein_coding	Single-copy	E	0.32	NA	NA	0.877165780018696	0.311011804	0.502725861339566
UBA1	ENSG00000130985	protein_coding	chrX	47190861	47215128	UBA1	ENSG00000130985	protein_coding	Single-copy	E	0.4	0.406947890818859	0.184283841363487	NA	0.230088392	0.305330031045586
UBE2A	ENSG00000077721	protein_coding	chrX	119574536	119591083	UBE2A	ENSG00000077721	protein_coding	Single-copy	S	0.02	NA	NA	0.00363919572369409	0.024047177	0.0158954575745647
UBL4A	ENSG00000102178	protein_coding	chrX	154483717	154486615	UBL4A	ENSG00000102178	protein_coding	Single-copy	S	0.09	NA	0	NA	0.007925869	0.0326419563333333
UBQLN2	ENSG00000188021	protein_coding	chrX	56563627	56567868	UBQLN2	ENSG00000188021	protein_coding	Single-copy	S	NA	NA	NA	NA	0.020401523	0.020401523
UPF3B	ENSG00000125351	protein_coding	chrX	119805311	119852998	UPF3B	ENSG00000125351	protein_coding	Single-copy	S	0.08	NA	NA	0.00265905180538795	0.00545722	0.029372090601796
UPRT	ENSG00000094841	protein_coding	chrX	75156388	75304885	UPRT	ENSG00000094841	protein_coding	Single-copy	Mostly S	0.05	NA	NA	NA	0.029594939	0.0397974695
USP11	ENSG00000102226	protein_coding	chrX	47232866	47248328	USP11	ENSG00000102226	protein_coding	Single-copy	Discordant	0.02	0	NA	NA	0.013875359	0.0112917863333333
USP26	ENSG00000134588	protein_coding	chrX	133024631	133097109	USP26	ENSG00000134588	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
USP27X	ENSG00000273820	protein_coding	chrX	49879484	49882558	USP27X	ENSG00000273820	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
USP51	ENSG00000247746	protein_coding	chrX	55484616	55489848	USP51	ENSG00000247746	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
USP9X	ENSG00000124486	protein_coding	chrX	41085445	41236579	USP9X	ENSG00000124486	protein_coding	Single-copy	Mostly E	0.2	0.272727272727273	NA	0.152091055150249	0.167105068	0.19798084896938
UTP14A	ENSG00000156697	protein_coding	chrX	129906121	129929761	UTP14A	ENSG00000156697	protein_coding	Single-copy	Mostly S	0.03	NA	NA	NA	0.014228311	0.0221141555
UXT	ENSG00000126756	protein_coding	chrX	47651796	47659180	UXT	ENSG00000126756	protein_coding	Single-copy	S	0.02	NA	NA	NA	NA	0.02
VAMP7	ENSG00000124333	protein_coding	chrX	155881345	155943769	VAMP7	ENSG00000124333	protein_coding	PAR	S	0.01	NA	NA	0.00405405595586428	NA	0.00702702797793214
VBP1	ENSG00000155959	protein_coding	chrX	155197007	155239841	VBP1	ENSG00000155959	protein_coding	Single-copy	S	0.07	0	NA	NA	0.01672716	0.0289090533333333
VCX	ENSG00000182583	protein_coding	chrX	7842262	7844143	VCX	ENSG00000182583	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
VCX2	ENSG00000177504	protein_coding	chrX	8169944	8171267	VCX2	ENSG00000177504	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
VCX3A	ENSG00000169059	protein_coding	chrX	6533618	6535118	VCX3A	ENSG00000169059	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
VCX3B	ENSG00000205642	protein_coding	chrX	8464830	8466510	VCX3B	ENSG00000205642	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
VEGFD	ENSG00000165197	protein_coding	chrX	15345596	15384413	FIGF	ENSG00000165197	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
VGLL1	ENSG00000102243	protein_coding	chrX	136532215	136556807	VGLL1	ENSG00000102243	protein_coding	Single-copy	E	0.36	NA	NA	NA	NA	0.36
VMA21	ENSG00000160131	protein_coding	chrX	151396515	151409364	VMA21	ENSG00000160131	protein_coding	Single-copy	S	NA	0	NA	0.00353951797599217	0.03118033	0.0115732826586641
VSIG1	ENSG00000101842	protein_coding	chrX	108044970	108079184	VSIG1	ENSG00000101842	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
VSIG4	ENSG00000155659	protein_coding	chrX	66021738	66040125	VSIG4	ENSG00000155659	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
WAS	ENSG00000015285	protein_coding	chrX	48676596	48691427	WAS	ENSG00000015285	protein_coding	Single-copy	VE	NA	NA	NA	NA	0.061076415	0.061076415
WASH6P	ENSG00000182484	protein_coding	chrX	156020826	156025710	WASH6P	ENSG00000182484	transcribed_unprocessed_pseudogene	PAR	No call	NA	NA	NA	NA	NA	NA
WDR13	ENSG00000101940	protein_coding	chrX	48590042	48608869	WDR13	ENSG00000101940	protein_coding	Single-copy	S	0.09	0	NA	NA	0.046144768	0.0453815893333333
WDR44	ENSG00000131725	protein_coding	chrX	118346073	118449961	WDR44	ENSG00000131725	protein_coding	Single-copy	S	0.03	NA	NA	0.00537675488512557	0	0.0117922516283752
WDR45	ENSG00000196998	protein_coding	chrX	49074433	49101170	WDR45	ENSG00000196998	protein_coding	Single-copy	S	NA	NA	NA	NA	0	0
