Gene	gene_id	type	chr	start	stop	gene_name.84	gene_id.84	gene_type.84	Human_NPY	x_class
ZC4H2	ENSG00000126970	protein_coding	chrX	64915802	65034713	ZC4H2	ENSG00000126970	protein_coding	FALSE	Single-copy
ZCCHC12	ENSG00000174460	protein_coding	chrX	118823824	118826968	ZCCHC12	ENSG00000174460	protein_coding	FALSE	Multicopy
ZCCHC13	ENSG00000187969	protein_coding	chrX	74304180	74305034	ZCCHC13	ENSG00000187969	protein_coding	FALSE	Single-copy
ZCCHC18	ENSG00000166707	protein_coding	chrX	104112131	104115842	ZCCHC18	ENSG00000166707	protein_coding	FALSE	Multicopy
ZDHHC15	ENSG00000102383	protein_coding	chrX	75368427	75523502	ZDHHC15	ENSG00000102383	protein_coding	FALSE	Single-copy
ZDHHC9	ENSG00000188706	protein_coding	chrX	129803288	129843909	ZDHHC9	ENSG00000188706	protein_coding	FALSE	Single-copy
ZFP92	ENSG00000189420	protein_coding	chrX	153411472	153426481	ZFP92	ENSG00000189420	protein_coding	FALSE	Single-copy
ZFX	ENSG00000005889	protein_coding	chrX	24149173	24216255	ZFX	ENSG00000005889	protein_coding	TRUE	Single-copy
ZIC3	ENSG00000156925	protein_coding	chrX	137566127	137577691	ZIC3	ENSG00000156925	protein_coding	FALSE	Single-copy
ZMAT1	ENSG00000166432	protein_coding	chrX	101882288	101932079	ZMAT1	ENSG00000166432	protein_coding	FALSE	Single-copy
ZMYM3	ENSG00000147130	protein_coding	chrX	71239624	71255146	ZMYM3	ENSG00000147130	protein_coding	FALSE	Single-copy
ZNF157	ENSG00000147117	protein_coding	chrX	47370578	47414498	ZNF157	ENSG00000147117	protein_coding	FALSE	Multicopy
ZNF182	ENSG00000147118	protein_coding	chrX	47974851	48003989	ZNF182	ENSG00000147118	protein_coding	FALSE	Multicopy
ZNF185	ENSG00000147394	protein_coding	chrX	152914442	152973480	ZNF185	ENSG00000147394	protein_coding	FALSE	Multicopy
ZNF275	ENSG00000063587	protein_coding	chrX	153334147	153360110	ZNF275	ENSG00000063587	protein_coding	FALSE	Multicopy
ZNF280C	ENSG00000056277	protein_coding	chrX	130202707	130268899	ZNF280C	ENSG00000056277	protein_coding	FALSE	Multicopy
ZNF41	ENSG00000147124	protein_coding	chrX	47445178	47483222	ZNF41	ENSG00000147124	protein_coding	FALSE	Multicopy
ZNF449	ENSG00000173275	protein_coding	chrX	135344796	135363413	ZNF449	ENSG00000173275	protein_coding	FALSE	Multicopy
ZNF630	ENSG00000221994	protein_coding	chrX	47983356	48071658	ZNF630	ENSG00000221994	protein_coding	FALSE	Multicopy
ZNF674	ENSG00000251192	protein_coding	chrX	46497725	46545457	ZNF674	ENSG00000251192	protein_coding	FALSE	Multicopy
ZNF711	ENSG00000147180	protein_coding	chrX	85243991	85273362	ZNF711	ENSG00000147180	protein_coding	FALSE	Multicopy
ZNF75D	ENSG00000186376	protein_coding	chrX	135248920	135344109	ZNF75D	ENSG00000186376	protein_coding	FALSE	Multicopy
ZNF81	ENSG00000197779	protein_coding	chrX	47836902	48002561	ZNF81	ENSG00000197779	protein_coding	FALSE	Multicopy
ZRSR2	ENSG00000169249	protein_coding	chrX	15790472	15823260	ZRSR2	ENSG00000169249	protein_coding	FALSE	Single-copy
ZXDA	ENSG00000198205	protein_coding	chrX	57905430	57910458	ZXDA	ENSG00000198205	protein_coding	FALSE	Ampliconic
ZXDB	ENSG00000198455	protein_coding	chrX	57592011	57597477	ZXDB	ENSG00000198455	protein_coding	FALSE	Ampliconic
